trial_type,cs_img,cs_shape,rating_img,rating_type,rating_text,top_instructions_text,left_anchor_text,center_anchor_text,right_anchor_text,trial,us,iti_duration,cs_duration,half,task,pre_ratings_trials.thisRepN,pre_ratings_trials.thisTrialN,pre_ratings_trials.thisN,pre_ratings_trials.thisIndex,habituation_trials.thisRepN,habituation_trials.thisTrialN,habituation_trials.thisN,habituation_trials.thisIndex,acquisition_trials.thisRepN,acquisition_trials.thisTrialN,acquisition_trials.thisN,acquisition_trials.thisIndex,post_form_b_trials.thisRepN,post_form_b_trials.thisTrialN,post_form_b_trials.thisN,post_form_b_trials.thisIndex,post_ratings_trials.thisRepN,post_ratings_trials.thisTrialN,post_ratings_trials.thisN,post_ratings_trials.thisIndex,form_1.started,form_1_next_button.started,form_1.index,form_1.itemText,form_1.type,form_1.font,form_1.markerColor,form_1.response,form_1.rt,form_1_next_button.numClicks,form_1_next_button.timesOn,form_1_next_button.timesOff,fixation_image_ratings.started,fixation_image_ratings.stopped,center.started,left.started,right.started,top_instructions.started,rating_next_button.started,rating_slider.started,rating_next_button.numClicks,rating_next_button.timesOn,rating_next_button.timesOff,rating_slider.response,rating_slider.rt,fixation_image_pre.started,iti_start,fixation_image_hab.started,iti_end,iti_dur,cs_onset,cs_offset,cs_dur,expectancy_response.keys,shock_begin,shock_end,shock_dur,fixation_image_post.started,form_2a.started,form_2a_next_button.started,form_2a.index,form_2a.itemText,form_2a.type,form_2a.font,form_2a.markerColor,form_2a.response,form_2a.rt,form_2a_next_button.numClicks,form_2a_next_button.timesOn,form_2a_next_button.timesOff,form_2b.started,form_2b_next_button.started,form_2b.index,form_2b.itemText,form_2b.type,form_2b.font,form_2b.markerColor,form_2b.response,form_2b.rt,form_2b_next_button.numClicks,form_2b_next_button.timesOn,form_2b_next_button.timesOff,,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.42474569997285,75.66988379997201,0,Please answer the following question using the mouse:,heading,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_14h58.59.644,acquisition,2022.2.4,59.88676610492545,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Please rate the last electrical stimulation: 



",radio,None,None,5.0,6.189302499988116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_14h58.59.644,acquisition,2022.2.4,59.88676610492545,
CS+,stimuli/aligned.png,square,assets/valence_scale_clean.png,valence,← FEELING? →,Please indicate how you feel right now when you are looking at the square:,very uncomfortable,None,very comfortable,1,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,[3.5403973000356928],[3.5403995999949984],79.27674100000877,79.27674100000877,79.27674100000877,79.27674100000877,79.27674100000877,79.27674100000877,79.27674100000877,79.27674100000877,1,[10.80811260000337],[10.808115499967244],6.0,9.271599600033369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_14h58.59.644,acquisition,2022.2.4,59.88676610492545,
CS+,stimuli/aligned.png,square,assets/arousal_scale_clean.png,arousal,← AROUSAL? →,Please indicate how you feel right now when you are looking at the square:,calm and relaxed,None,very excited,2,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.13063579995651,90.13063579995651,90.13063579995651,90.13063579995651,90.13063579995651,90.13063579995651,90.13063579995651,90.13063579995651,2,"[10.80811260000337, 11.366890700010117]","[0.028330200002528727, 11.36689419997856]",5.0,10.345210600004066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_14h58.59.644,acquisition,2022.2.4,59.88676610492545,
CS+,stimuli/aligned.png,square,None,anxiety,← ANXIETY? →,Please indicate how you feel right now when you are looking at the square:,not anxious at all,None,very anxious,3,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.50219069997547,101.50219069997547,101.50219069997547,101.50219069997547,101.50219069997547,101.50219069997547,101.50219069997547,101.50219069997547,3,"[10.80811260000337, 11.366890700010117, 4.7553594000055455]","[0.028330200002528727, 0.029570299957413226, 4.755361899966374]",3.0,3.6264952000346966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_14h58.59.644,acquisition,2022.2.4,59.88676610492545,
CS-,stimuli/rotated.png,diamond,assets/valence_scale_clean.png,valence,← FEELING? →,Please indicate how you feel right now when you are looking at the diamond:,very uncomfortable,None,very comfortable,4,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.34493799996562,106.34493799996562,106.34493799996562,106.34493799996562,106.34493799996562,106.34493799996562,106.34493799996562,106.34493799996562,4,"[10.80811260000337, 11.366890700010117, 4.7553594000055455, 9.94920989999082]","[0.028330200002528727, 0.029570299957413226, 4.755361899966374, 9.949212300009094]",6.0,9.18948190001538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_14h58.59.644,acquisition,2022.2.4,59.88676610492545,
CS-,stimuli/rotated.png,diamond,assets/arousal_scale_clean.png,arousal,← AROUSAL? →,Please indicate how you feel right now when you are looking at the diamond:,calm and relaxed,None,very excited,5,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.33029039995745,116.33029039995745,116.33029039995745,116.33029039995745,116.33029039995745,116.33029039995745,116.33029039995745,116.33029039995745,5,"[10.80811260000337, 11.366890700010117, 4.7553594000055455, 9.94920989999082, 12.554207600012887]","[0.028330200002528727, 0.029570299957413226, 4.755361899966374, 0.00016009999671950936, 12.554211599985138]",4.0,11.91665179998381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_14h58.59.644,acquisition,2022.2.4,59.88676610492545,
CS-,stimuli/rotated.png,diamond,None,anxiety,← ANXIETY? →,Please indicate how you feel right now when you are looking at the diamond:,not anxious at all,None,very anxious,6,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.90412129997276,128.90412129997276,128.90412129997276,128.90412129997276,128.90412129997276,128.90412129997276,128.90412129997276,128.90412129997276,6,"[10.80811260000337, 11.366890700010117, 4.7553594000055455, 9.94920989999082, 12.554207600012887, 4.196683600021061]","[0.028330200002528727, 0.029570299957413226, 4.755361899966374, 0.00016009999671950936, 0.021674900024663657, 4.196687699994072]",3.0,3.511297299992293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_14h58.59.644,acquisition,2022.2.4,59.88676610492545,
CS+,stimuli/aligned.png,,,,,,,,,1,0,9.5,8,1,habituation,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.76522770000156,5.018526000028942,139.7747223000042,14.510379899991676,9.491854200023226,14.510391400021035,22.508918600040488,7.998520000022836,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_14h58.59.644,acquisition,2022.2.4,59.88676610492545,
CS-,stimuli/rotated.png,,,,,,,,,2,0,11.5,8,1,habituation,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.509318500000518,157.27455529995495,34.01400950003881,11.504693900002167,34.01402150001377,42.012573199986946,7.998534700018354,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_14h58.59.644,acquisition,2022.2.4,59.88676610492545,
CS+,stimuli/aligned.png,,,,,,,,,3,0,12,8,2,habituation,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.012891600024886,176.77818959997967,54.00189399998635,11.98900370002957,54.00190400000429,62.01713240001118,8.015212600002997,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_14h58.59.644,acquisition,2022.2.4,59.88676610492545,
CS-,stimuli/rotated.png,,,,,,,,,4,0,10,8,2,habituation,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.017443699995056,196.7827668999671,72.00267840002198,9.985235599975567,72.00268810003763,80.00122540001757,7.998522399982903,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_14h58.59.644,acquisition,2022.2.4,59.88676610492545,
CS-,stimuli/rotated.png,,,,,,,,,1,0,9.5,8,1,acquisition,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.01789720001398,214.7835650999914,89.50252089998685,9.484623400028795,89.50253080000402,97.50106540002162,7.998518300009891,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_14h58.59.644,acquisition,2022.2.4,59.88676610492545,
CS+,stimuli/aligned.png,,,,,,,,,2,1,14.5,8,1,acquisition,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.50144510000246,232.26670429995283,112.01185050001368,14.510406599962153,112.01186060003238,119.95140870002797,7.939528100017924,None,119.52612779999617,119.95140000001993,0.42526679998263717,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_14h58.59.644,acquisition,2022.2.4,59.88676610492545,
CS+,stimuli/aligned.png,,,,,,,,,3,1,10.5,8,1,acquisition,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.95172050001565,254.7092510999646,130.51358850003453,10.561868800024968,130.51359849999426,138.45312510000076,7.9395060000242665,None,138.02786209998885,138.45311950001633,0.42525089997798204,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_14h58.59.644,acquisition,2022.2.4,59.88676610492545,
CS-,stimuli/rotated.png,,,,,,,,,4,0,12,8,1,acquisition,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.45342820003862,273.21098059997894,150.50147560000187,12.048048700031359,150.50148500001524,158.51671870000428,8.015221800014842,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_14h58.59.644,acquisition,2022.2.4,59.88676610492545,
CS-,stimuli/rotated.png,,,,,,,,,5,0,12.5,8,1,acquisition,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.51705900003435,293.2823562999838,171.00701649999246,12.489957900019363,171.0070260000066,179.0055563999922,7.998515100043733,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_14h58.59.644,acquisition,2022.2.4,59.88676610492545,
CS+,stimuli/aligned.png,,,,,,,,,6,1,10,8,1,acquisition,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.0058656000183,313.77120329998434,189.00780280004255,10.001939300040249,189.00781320000533,196.9306616000249,7.922827900038101,None,196.50536800001282,196.93065390002448,0.4252814999781549,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_14h58.59.644,acquisition,2022.2.4,59.88676610492545,
CS+,stimuli/aligned.png,,,,,,,,,7,1,11,8,1,acquisition,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.9309723000042,331.68849440000486,208.0105035000015,11.07952769997064,208.0105136000202,215.9500193000422,7.939485599985346,None,215.52475149999373,215.95001120003872,0.42525540001224726,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_14h58.59.644,acquisition,2022.2.4,59.88676610492545,
CS-,stimuli/rotated.png,,,,,,,,,8,0,13.5,8,1,acquisition,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.95033110002987,350.7078811999527,229.50122330000158,13.550894499989226,229.50123460002942,237.5164722999907,8.015235700004268,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_14h58.59.644,acquisition,2022.2.4,59.88676610492545,
CS-,stimuli/rotated.png,,,,,,,,,9,0,13,8,2,acquisition,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.51680069998838,372.2821026999736,250.50770840002224,12.990911000000779,250.50772049999796,258.50626029999694,7.998532300000079,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_14h58.59.644,acquisition,2022.2.4,59.88676610492545,
CS+,stimuli/aligned.png,,,,,,,,,10,0,9,8,2,acquisition,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.5065797000425,393.27188779995777,267.506598500011,9.000020499981474,267.50660880003124,275.5051388000138,7.998513899976388,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_14h58.59.644,acquisition,2022.2.4,59.88676610492545,
CS+,stimuli/aligned.png,,,,,,,,,11,1,11.5,8,2,acquisition,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.5054768000264,410.2707893999759,287.0102375000133,11.504761999996845,287.01024720002897,294.95098810002673,7.940720899961889,None,294.52449370000977,294.9509794000187,0.4264822999830358,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_14h58.59.644,acquisition,2022.2.4,59.88676610492545,
CS-,stimuli/rotated.png,,,,,,,,,12,0,14,8,2,acquisition,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.9512920000125,429.70762639999157,309.0019309000345,14.050640600034967,309.0019417000003,317.00047309999354,7.998515699990094,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_14h58.59.644,acquisition,2022.2.4,59.88676610492545,
CS+,stimuli/aligned.png,,,,,,,,,13,1,15,8,2,acquisition,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.0008197000134,451.7661004999536,332.01220400002785,15.01138570002513,332.0122138999868,339.9517812000122,7.939546499983408,None,339.5264913000283,339.9517740000156,0.425276699999813,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_14h58.59.644,acquisition,2022.2.4,59.88676610492545,
CS-,stimuli/rotated.png,,,,,,,,,14,0,14,8,2,acquisition,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.9520860000048,474.7095990999951,354.0038931000163,14.051809699973091,354.0039039000403,362.0024451999925,7.998526100011077,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_14h58.59.644,acquisition,2022.2.4,59.88676610492545,
CS-,stimuli/rotated.png,,,,,,,,,15,0,10.5,8,2,acquisition,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.0027694000164,496.7680737999617,372.50563470000634,10.502866599999834,372.5056449000258,380.5041891000001,7.998529199976474,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_14h58.59.644,acquisition,2022.2.4,59.88676610492545,
CS+,stimuli/aligned.png,,,,,,,,,16,0,14.5,8,2,acquisition,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.50450899999123,515.2698117999826,395.0149715000298,14.51046399999177,395.0149817999918,403.0135185000254,7.9985307000461034,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_14h58.59.644,acquisition,2022.2.4,59.88676610492545,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.7791469999938,552.7742386999889,565.7488244999549,0,Please answer the following question using the mouse:,heading,None,None,,,,,,,,,,,,,,,,,,,2024-03-14_14h58.59.644,acquisition,2022.2.4,59.88676610492545,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Did you receive electrical stimulations in the course of the last phase of the experiment? 
",choice,None,None,1.0,12.947319399972912,,,,,,,,,,,,,,,,,2024-03-14_14h58.59.644,acquisition,2022.2.4,59.88676610492545,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,[1.3025181000120938],[1.3025205999729224],567.0679986999603,591.9150986999739,0,Please answer the following questions using the keyboard and mouse:,heading,None,None,,,,,,,2024-03-14_14h58.59.644,acquisition,2022.2.4,59.88676610492545,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Please rate the last electrical stimulation you received during the last phase of the experiment:  


",radio,None,None,5.0,12.903007399989292,,,,,2024-03-14_14h58.59.644,acquisition,2022.2.4,59.88676610492545,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Please try to estimate, as accurately as possible, how many electrical stimulations you received in the last phase of the experiment (numbers only)",free text,None,None,7,None,,,,,2024-03-14_14h58.59.644,acquisition,2022.2.4,59.88676610492545,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,[7.247123199980706],[7.247125499998219],,2024-03-14_14h58.59.644,acquisition,2022.2.4,59.88676610492545,
CS+,stimuli/aligned.png,square,assets/valence_scale_clean.png,valence,← FEELING? →,Please indicate how you feel right now when you are looking at the square:,very uncomfortable,None,very comfortable,1,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,599.1957757999771,599.1957757999771,599.1957757999771,599.1957757999771,599.1957757999771,599.1957757999771,599.1957757999771,599.1957757999771,7,"[10.80811260000337, 11.366890700010117, 4.7553594000055455, 9.94920989999082, 12.554207600012887, 4.196683600021061, 6.975890100002289]","[0.028330200002528727, 0.029570299957413226, 4.755361899966374, 0.00016009999671950936, 0.021674900024663657, 4.196687699994072, 6.975893700029701]",5.0,5.46713499998441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_14h58.59.644,acquisition,2022.2.4,59.88676610492545,
CS+,stimuli/aligned.png,square,assets/arousal_scale_clean.png,arousal,← AROUSAL? →,Please indicate how you feel right now when you are looking at the square:,calm and relaxed,None,very excited,2,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,606.2255616000039,606.2255616000039,606.2255616000039,606.2255616000039,606.2255616000039,606.2255616000039,606.2255616000039,606.2255616000039,8,"[10.80811260000337, 11.366890700010117, 4.7553594000055455, 9.94920989999082, 12.554207600012887, 4.196683600021061, 6.975890100002289, 8.115748799988069]","[0.028330200002528727, 0.029570299957413226, 4.755361899966374, 0.00016009999671950936, 0.021674900024663657, 4.196687699994072, 6.975893700029701, 8.115751199948136]",6.0,5.255850600020494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_14h58.59.644,acquisition,2022.2.4,59.88676610492545,
CS+,stimuli/aligned.png,square,None,anxiety,← ANXIETY? →,Please indicate how you feel right now when you are looking at the square:,not anxious at all,None,very anxious,3,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,614.374339699978,614.374339699978,614.374339699978,614.374339699978,614.374339699978,614.374339699978,614.374339699978,614.374339699978,9,"[10.80811260000337, 11.366890700010117, 4.7553594000055455, 9.94920989999082, 12.554207600012887, 4.196683600021061, 6.975890100002289, 8.115748799988069, 6.938477500050794]","[0.028330200002528727, 0.029570299957413226, 4.755361899966374, 0.00016009999671950936, 0.021674900024663657, 4.196687699994072, 6.975893700029701, 0.00015300000086426735, 6.938480300013907]",5.0,6.301343999977689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_14h58.59.644,acquisition,2022.2.4,59.88676610492545,
CS-,stimuli/rotated.png,diamond,assets/valence_scale_clean.png,valence,← FEELING? →,Please indicate how you feel right now when you are looking at the diamond:,very uncomfortable,None,very comfortable,4,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,621.3876532999566,621.3876532999566,621.3876532999566,621.3876532999566,621.3876532999566,621.3876532999566,621.3876532999566,621.3876532999566,10,"[10.80811260000337, 11.366890700010117, 4.7553594000055455, 9.94920989999082, 12.554207600012887, 4.196683600021061, 6.975890100002289, 8.115748799988069, 6.938477500050794, 4.674306499946397]","[0.028330200002528727, 0.029570299957413226, 4.755361899966374, 0.00016009999671950936, 0.021674900024663657, 4.196687699994072, 6.975893700029701, 0.00015300000086426735, 6.938480300013907, 4.674309799971525]",5.0,2.80439020000631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_14h58.59.644,acquisition,2022.2.4,59.88676610492545,
CS-,stimuli/rotated.png,diamond,assets/arousal_scale_clean.png,arousal,← AROUSAL? →,Please indicate how you feel right now when you are looking at the diamond:,calm and relaxed,None,very excited,5,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,626.0965723999543,626.0965723999543,626.0965723999543,626.0965723999543,626.0965723999543,626.0965723999543,626.0965723999543,626.0965723999543,11,"[10.80811260000337, 11.366890700010117, 4.7553594000055455, 9.94920989999082, 12.554207600012887, 4.196683600021061, 6.975890100002289, 8.115748799988069, 6.938477500050794, 4.674306499946397, 6.5136572000337765]","[0.028330200002528727, 0.029570299957413226, 4.755361899966374, 0.00016009999671950936, 0.021674900024663657, 4.196687699994072, 6.975893700029701, 0.00015300000086426735, 6.938480300013907, 0.0344654000364244, 6.513659600052051]",5.0,5.307117800053675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_14h58.59.644,acquisition,2022.2.4,59.88676610492545,
CS-,stimuli/rotated.png,diamond,None,anxiety,← ANXIETY? →,Please indicate how you feel right now when you are looking at the diamond:,not anxious at all,None,very anxious,6,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,632.6256061999593,632.6256061999593,632.6256061999593,632.6256061999593,632.6256061999593,632.6256061999593,632.6256061999593,632.6256061999593,12,"[10.80811260000337, 11.366890700010117, 4.7553594000055455, 9.94920989999082, 12.554207600012887, 4.196683600021061, 6.975890100002289, 8.115748799988069, 6.938477500050794, 4.674306499946397, 6.5136572000337765, 5.353168500005268]","[0.028330200002528727, 0.029570299957413226, 4.755361899966374, 0.00016009999671950936, 0.021674900024663657, 4.196687699994072, 6.975893700029701, 0.00015300000086426735, 6.938480300013907, 0.0344654000364244, 0.024646999954711646, 5.353170899965335]",4.0,1.4935652000131086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_14h58.59.644,acquisition,2022.2.4,59.88676610492545,
